SessionID,Category,Grammar_Element,HighLevelObject,FileType,Total_Object_Count,Count_Converted_LOC,Count_Not_Converted_LOC,Count_Conversion_Errors,Count_Parsing_Errors
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,DATE,CREATE TABLE,SQL,26,0,26,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,DATE,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,DECIMAL,CREATE TABLE,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Procedure Statements,DECLARE CONDITION HANDLER,CREATE / REPLACE PROCEDURE,,1,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,DELETE,CREATE MACRO,,1,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statements,DESC,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statements,DESC,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,DROP TABLE,Not specified,BTEQ,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Procedure Statements,DYNAMIC RESULT SETS,CREATE / REPLACE PROCEDURE,SQL,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,ERRORLEVEL,ERRORLEVEL,BTEQ,6,6,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,EXIT or QUIT,EXIT or QUIT,BTEQ,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Function,EXTRACT,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Procedure Statements,FETCH INTO,CREATE / REPLACE PROCEDURE,,11,11,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Attribute Functions,FORMAT,CREATE TABLE,SQL,26,26,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",FROM,SELECT,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",FROM,CREATE TABLE,SQL,2,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",FROM,SELECT,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",FROM,CREATE / REPLACE VIEW,SQL,14,21,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,GOTO,IF,BTEQ,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",GROUP BY,CREATE / REPLACE VIEW,SQL,1,5,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,IF,IF,BTEQ,8,8,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,IN,CREATE / REPLACE PROCEDURE,,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,IN,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,IN,CREATE TABLE,SQL,6,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,INSERT,INSERT,BTEQ,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,INSERT,CREATE / REPLACE PROCEDURE,,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,INTEGER,CREATE / REPLACE PROCEDURE,SQL,6,6,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,INTEGER,CREATE TABLE,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,INTEGER,CREATE TABLE,SQL,90,90,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Function,INTERVAL,CREATE / REPLACE VIEW,SQL,2,12,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL DAY,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL DAY,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL DAY TO HOUR,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL DAY TO MINUTE,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL DAY TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL HOUR,CREATE TABLE,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL HOUR TO MINUTE,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL HOUR TO MINUTE,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL HOUR TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL HOUR TO SECOND,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL MINUTE,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL MINUTE TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL MONTH,CREATE TABLE,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL MONTH,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL SECOND,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL YEAR,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL YEAR,CREATE TABLE,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,INTERVAL YEAR TO MONTH,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Logical Predicates,IS NULL / IS NOT NULL,CREATE / REPLACE PROCEDURE,,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Logical Predicates,IS NULL / IS NOT NULL,CREATE / REPLACE VIEW,SQL,1,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",JOIN,CREATE / REPLACE VIEW,SQL,1,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,LABEL,Not specified,BTEQ,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ Sequence Controls,LABEL,LABEL,BTEQ,5,5,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statements,LOCK TABLE,CREATE / REPLACE VIEW,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,MERGEBLOCKRATIO,CREATE TABLE,SQL,36,36,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,MERGEBLOCKRATIO,CREATE TABLE,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",NAMED,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO AFTER JOURNAL,CREATE TABLE,SQL,36,36,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO AFTER JOURNAL,CREATE TABLE,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO BEFORE JOURNAL,CREATE TABLE,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO BEFORE JOURNAL,CREATE TABLE,SQL,36,36,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO FALLBACK,CREATE TABLE,SQL,36,36,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NO FALLBACK,CREATE TABLE,BTEQ,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NOT NULL,CREATE MACRO,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,NOT NULL,CREATE TABLE,SQL,127,127,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Table Statements,PARTITION BY,CREATE TABLE,SQL,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,PERIOD,CREATE TABLE,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Type,PERIOD,CREATE / REPLACE VIEW,SQL,2,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Procedure Statements,PREPARE FROM,CREATE / REPLACE PROCEDURE,,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,PRIMARY INDEX,CREATE TABLE,SQL,12,0,12,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Definition Statements,PRIMARY KEY,CREATE TABLE,SQL,23,23,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Function,RANK,CREATE / REPLACE VIEW,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Function,RANK,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Function,ROUND,CREATE / REPLACE VIEW,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,SELECT,CREATE / REPLACE PROCEDURE,,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",SELECT,CREATE / REPLACE VIEW,SQL,15,107,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,SELECT,SELECT,BTEQ,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,SELECT,SELECT,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,"SELECT statement syntax, options, clauses, modifiers",SELECT,CREATE TABLE,SQL,2,11,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Data Manipulation Language Statement,SELECT,CREATE MACRO,,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Procedure Statements,SET,CREATE / REPLACE PROCEDURE,,36,40,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SMALLINT,CREATE MACRO,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SMALLINT,CREATE TABLE,SQL,22,22,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlAnd,CREATE / REPLACE VIEW,SQL,1,0,2,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgument,CREATE / REPLACE VIEW,SQL,42,0,50,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgument,Not specified,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgument,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgumentList,CREATE / REPLACE VIEW,SQL,33,0,48,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgumentList,CREATE TABLE,SQL,2,0,2,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlArgumentList,Not specified,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlAsCorrelationName,CREATE TABLE,SQL,2,0,2,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlAsCorrelationName,CREATE / REPLACE VIEW,SQL,5,0,5,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlAsSubqueryClause,CREATE TABLE,SQL,2,18,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCastOperand,CREATE / REPLACE VIEW,SQL,9,9,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCastSpecification,CREATE / REPLACE VIEW,SQL,9,8,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCheckBody,CREATE TABLE,SQL,6,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlColumnDefinition,CREATE TABLE,SQL,353,412,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlColumnDefinition,CREATE TABLE,BTEQ,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlColumnNameElement,CREATE TABLE,SQL,24,0,24,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlColumnNameList,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCompositeArgument,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCompoundStat,CREATE / REPLACE PROCEDURE,,9,186,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlCreateTableOnCommit,CREATE TABLE,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDataTypeSize,CREATE TABLE,SQL,186,0,186,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDataTypeSize,CREATE / REPLACE PROCEDURE,SQL,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDataTypeSize,CREATE / REPLACE VIEW,SQL,7,0,7,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDataTypeSize,CREATE TABLE,BTEQ,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDateLiteral,CREATE / REPLACE VIEW,SQL,6,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDateTimeType,CREATE / REPLACE VIEW,SQL,2,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDateTimeType,CREATE TABLE,SQL,29,0,29,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDay,CREATE / REPLACE VIEW,SQL,2,0,2,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDay,CREATE TABLE,SQL,4,0,4,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDeclareStatement,CREATE / REPLACE PROCEDURE,,15,15,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDifferent,CREATE / REPLACE PROCEDURE,,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,CREATE / REPLACE PROCEDURE,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,CREATE MACRO,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,Not specified,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,SELECT,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,CREATE / REPLACE VIEW,SQL,27,12,15,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlDotName,CREATE TABLE,SQL,52,40,12,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlElse,CREATE / REPLACE PROCEDURE,,3,6,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlExprAlias,CREATE / REPLACE VIEW,SQL,36,0,48,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlExprAlias,CREATE TABLE,SQL,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlForStatement,CREATE / REPLACE PROCEDURE,,2,28,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlFromExprPostArgument,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlGroupingExpr,CREATE / REPLACE VIEW,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlGt,CREATE / REPLACE VIEW,SQL,1,0,5,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlGt,CREATE / REPLACE PROCEDURE,,1,5,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlHour,CREATE / REPLACE VIEW,SQL,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlHour,CREATE TABLE,SQL,5,5,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIfStatement,CREATE / REPLACE PROCEDURE,,7,45,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlInsertIntoBody,INSERT,BTEQ,3,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlInsertionTargetName,INSERT,BTEQ,3,0,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlInsertStartKeyword,INSERT,BTEQ,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIntervalFractionalPrecision,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIntervalLiteral,CREATE / REPLACE VIEW,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIntervalSecond,CREATE TABLE,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIntervalStartToEnd,CREATE / REPLACE VIEW,SQL,2,0,2,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlIntervalStartToEnd,CREATE TABLE,SQL,7,0,7,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlJoinedTable,CREATE / REPLACE VIEW,SQL,1,0,4,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralExpr,Not specified,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralExpr,CREATE / REPLACE PROCEDURE,,15,15,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralExpr,CREATE TABLE,SQL,53,0,53,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralExpr,CREATE / REPLACE VIEW,SQL,19,0,19,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralExpr,INSERT,BTEQ,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralPrecision,CREATE TABLE,SQL,206,0,206,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralPrecision,CREATE / REPLACE PROCEDURE,SQL,3,0,3,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralPrecision,CREATE / REPLACE VIEW,SQL,7,0,7,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLiteralPrecision,CREATE TABLE,BTEQ,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLt,CREATE / REPLACE PROCEDURE,,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLtEq,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlLtEq,CREATE / REPLACE PROCEDURE,,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlMinus,CREATE / REPLACE VIEW,SQL,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlMinute,CREATE / REPLACE VIEW,SQL,1,1,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlMinute,CREATE TABLE,SQL,4,4,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlMonth,CREATE / REPLACE VIEW,SQL,2,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlMonth,CREATE TABLE,SQL,3,3,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNestedQuery,CREATE / REPLACE VIEW,SQL,1,0,18,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNonSecondDateField,CREATE TABLE,SQL,8,0,8,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNonSecondDateField,CREATE / REPLACE VIEW,SQL,6,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNonSecondEndField,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNonSecondEndField,CREATE TABLE,SQL,4,0,4,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNotKeyword,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNotKeyword,CREATE TABLE,SQL,140,0,140,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlNullPredicatePart2,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlOnCondition,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlOpenStatement,CREATE / REPLACE PROCEDURE,,8,8,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlOverlapsExpression,CREATE / REPLACE VIEW,SQL,1,2,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlParameterList,CREATE / REPLACE PROCEDURE,SQL,7,0,16,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlParenthesizedExpr,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlParenthesizedExpr,CREATE TABLE,SQL,6,0,6,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlParenthesizedExpr,CREATE / REPLACE PROCEDURE,,6,10,0,0,0
8c246674-3b68-41de-8096-c333d8a01bcc,Uncategorized,SqlPlus,CREATE / REPLACE VIEW,SQL,18,0,18,0,0
